scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr12_907,1,5000,2255,4510,414,8.0,7.0,0.0667,0.0088,0.0053
chr1_2908,1,5000,2351,4701,443,6.0,8.0,-0.1429,-0.0156,-0.0101
chr12_912,1,5000,1046,2091,344,10.0,5.0,0.3333,0.049,0.0338
chr1_2915,1,5000,2209,4418,476,24.0,20.0,0.0909,0.032,0.0186
chr1_2916,1,5000,2499,4998,500,28.0,8.0,0.5556,0.1538,0.0948
chr12_916,1,5000,1309,2618,249,2.0,7.0,-0.5556,-0.0676,-0.0442
chr12_917,1,5000,2500,5000,386,9.0,3.0,0.5,0.06,0.0339
chr1_2918,1,5000,2079,4157,376,20.0,6.0,0.5385,0.1414,0.0833
chr12_918,1,5000,2076,4152,450,7.0,2.0,0.5556,0.0373,0.0279
chr12_919,1,5000,1764,3528,398,9.0,6.0,0.2,0.0316,0.0207
chr1_291,1,5000,2375,4750,565,16.0,15.0,0.0323,0.007,0.0045
chr1_2920,1,5000,2341,4681,432,22.0,4.0,0.6923,0.2045,0.1091
chr12_920,1,5000,1564,3127,297,7.0,2.0,0.5556,0.0893,0.05
chr1_2922,1,5000,2500,5000,347,27.0,4.0,0.7419,0.25,0.1402
chr12_922,1,5000,2500,5000,457,3.0,0.0,1.0,0.0217,0.0156
chr12_923,1,5000,2329,4657,345,6.0,2.0,0.5,0.036,0.0258
chr12_924,1,5000,2329,4658,526,9.0,7.0,0.125,0.014,0.0097
chr1_2925,1,5000,2163,4326,397,25.0,12.0,0.3514,0.1585,0.0788
chr12_926,1,5000,2500,5000,424,7.0,8.0,-0.0667,-0.0075,-0.0049
chr1_2927,1,5000,2167,4334,285,12.0,3.0,0.6,0.0865,0.0563
chr12_928,1,5000,2046,4091,393,6.0,3.0,0.3333,0.0263,0.0176
chr1_2929,1,5000,1043,2085,185,5.0,4.0,0.1111,0.02,0.0143
chr12_929,1,5000,2500,5000,572,12.0,6.0,0.3333,0.0321,0.0224
chr1_2930,1,5000,731,1462,91,2.0,1.0,0.3333,0.0345,0.0244
chr1_2931,1,5000,2119,4237,398,5.0,5.0,0.0,0.0,0.0
chr12_932,1,5000,2208,4416,574,14.0,6.0,0.4,0.0457,0.0316
chr1_2934,1,5000,1947,3894,356,7.0,8.0,-0.0667,-0.0102,-0.0067
chr12_934,1,5000,2500,5000,543,12.0,8.0,0.2,0.0288,0.0174
chr12_936,1,5000,1287,2574,312,9.0,5.0,0.2857,0.0426,0.0305
chr1_2937,1,5000,499,998,139,11.0,0.0,1.0,0.2444,0.1692
chr12_938,1,5000,2370,4739,445,4.0,6.0,-0.2,-0.0148,-0.0098
chr12_939,1,5000,2269,4537,216,1.0,4.0,-0.6,-0.0536,-0.0353
chr1_2942,1,5000,2012,4023,246,8.0,1.0,0.7778,0.0886,0.066
chr1_2946,1,5000,1260,2520,289,3.0,5.0,-0.25,-0.0213,-0.0157
chr1_2947,1,5000,2478,4956,524,9.0,8.0,0.0588,0.0078,0.0044
chr12_948,1,5000,2200,4399,495,20.0,11.0,0.2903,0.0804,0.0479
chr1_2949,1,5000,2373,4745,346,7.0,3.0,0.4,0.046,0.0299
chr1_294,1,5000,2500,4999,601,8.0,8.0,0.0,0.0,0.0
chr1_2950,1,5000,2236,4471,305,25.0,3.0,0.7857,0.2821,0.1583
chr12_950,1,5000,2275,4549,520,10.0,10.0,0.0,0.0,0.0
chr1_2951,1,5000,2128,4256,511,13.0,6.0,0.3684,0.047,0.0313
chr12_951,1,5000,2049,4097,467,15.0,8.0,0.3043,0.049,0.0317
chr1_2952,1,5000,998,1996,289,12.0,4.0,0.5,0.1143,0.0702
chr12_955,1,5000,2251,4502,447,18.0,10.0,0.2857,0.0667,0.0396
chr12_956,1,5000,2405,4809,572,32.0,13.0,0.4222,0.1159,0.0725
chr1_2957,1,5000,2122,4244,605,31.0,13.0,0.4091,0.1104,0.0684
chr1_2958,1,5000,2485,4969,411,15.0,7.0,0.3636,0.0656,0.0432
chr1_2959,1,5000,2500,5000,524,23.0,13.0,0.2778,0.0694,0.0474
chr12_959,1,5000,2365,4730,476,10.0,9.0,0.0526,0.0067,0.0045
chr1_295,1,5000,2500,5000,471,10.0,6.0,0.25,0.029,0.0199
chr12_961,1,5000,2500,5000,469,14.0,4.0,0.5556,0.0935,0.0606
chr1_2964,1,5000,2258,4515,545,19.0,11.0,0.2667,0.0485,0.0338
chr12_964,1,5000,2215,4429,466,9.0,8.0,0.0588,0.0063,0.0044
chr12_966,1,5000,2148,4295,525,14.0,10.0,0.1667,0.0227,0.0156
chr1_2967,1,5000,2237,4474,539,22.0,10.0,0.375,0.067,0.0456
chr1_2968,1,5000,2349,4698,449,18.0,6.0,0.5,0.087,0.0588
chr1_2969,1,5000,2040,4079,422,14.0,11.0,0.12,0.0248,0.0149
chr1_296,1,5000,2500,5000,635,10.0,9.0,0.0526,0.0057,0.0036
chr1_2971,1,5000,2133,4265,469,12.0,8.0,0.2,0.0339,0.0208
chr12_971,1,5000,2500,5000,602,11.0,8.0,0.1579,0.0172,0.0122
chr1_2972,1,5000,2252,4503,525,22.0,12.0,0.2941,0.0641,0.0388
chr1_2973,1,5000,2193,4386,556,12.0,21.0,-0.2727,-0.0559,-0.0352
chr1_2975,1,5000,2043,4086,203,13.0,5.0,0.4444,0.1212,0.0816
chr12_975,1,5000,2209,4418,550,7.0,12.0,-0.2632,-0.0327,-0.0227
chr1_2976,1,5000,2500,5000,486,5.0,8.0,-0.2308,-0.0197,-0.0117
chr1_2977,1,5000,2500,4999,706,18.0,15.0,0.0909,0.0122,0.0072
chr12_977,1,5000,2500,5000,521,15.0,9.0,0.25,0.0451,0.0284
chr1_2978,1,5000,997,1993,205,1.0,3.0,-0.5,-0.0317,-0.0204
chr12_978,1,5000,1936,3871,439,17.0,13.0,0.1333,0.0288,0.0183
chr1_2979,1,5000,2225,4450,444,11.0,8.0,0.1579,0.0238,0.0154
chr1_297,1,5000,2291,4582,449,13.0,11.0,0.0833,0.0179,0.0115
chr1_2980,1,5000,2499,4997,557,8.0,6.0,0.1429,0.0107,0.007
chr1_2981,1,5000,2500,5000,390,8.0,7.0,0.0667,0.01,0.0061
chr12_981,1,5000,2093,4185,436,13.0,7.0,0.3,0.0448,0.0319
chr1_2982,1,5000,2500,4999,495,9.0,14.0,-0.2174,-0.0313,-0.0204
chr1_2983,1,5000,2310,4620,379,9.0,7.0,0.125,0.0174,0.0124
chr12_983,1,5000,2500,5000,687,12.0,15.0,-0.1111,-0.0157,-0.0102
chr1_2984,1,5000,2499,4998,612,5.0,7.0,-0.1667,-0.0117,-0.0078
chr1_2985,1,5000,2500,5000,453,10.0,4.0,0.4286,0.0403,0.0262
chr12_985,1,5000,2073,4145,466,22.0,8.0,0.4667,0.1138,0.067
chr1_2989,1,5000,1149,2298,152,1.0,3.0,-0.5,-0.0435,-0.0299
chr12_992,1,5000,2105,4210,484,31.0,6.0,0.6757,0.1773,0.1136
chr1_2993,1,5000,2181,4361,374,8.0,2.0,0.6,0.0465,0.0323
chr12_993,1,5000,1876,3752,276,3.0,4.0,-0.1429,-0.0111,-0.0078
chr12_994,1,5000,2333,4665,475,10.0,6.0,0.25,0.0288,0.0183
chr12_995,1,5000,2259,4518,458,17.0,10.0,0.2593,0.0496,0.0338
chr1_2998,1,5000,1571,3141,332,17.0,7.0,0.4167,0.0833,0.0541
chr1_29,1,5000,2499,4998,347,6.0,3.0,0.3333,0.0294,0.0207
chr12_9,1,5000,2319,4638,387,5.0,12.0,-0.4118,-0.0693,-0.049
chr1_2,1,5000,2304,4608,314,5.0,6.0,-0.0909,-0.0196,-0.0105
chr1_3007,1,5000,861,1722,137,5.0,0.0,1.0,0.1282,0.102
chr1_3010,1,5000,1206,2412,287,3.0,5.0,-0.25,-0.0233,-0.018
chr1_3014,1,5000,2345,4690,538,15.0,14.0,0.0345,0.0072,0.0048
chr1_3020,1,5000,2274,4548,452,6.0,11.0,-0.2941,-0.0485,-0.0314
chr1_3021,1,5000,1454,2907,383,12.0,12.0,0.0,0.0,0.0
chr1_3023,1,5000,1598,3195,399,8.0,2.0,0.6,0.08,0.0465
chr1_3025,1,5000,2362,4723,429,14.0,14.0,0.0,0.0,0.0
chr1_3029,1,5000,2172,4344,506,8.0,9.0,-0.0588,-0.0063,-0.0043
chr1_3030,1,5000,2166,4332,489,6.0,8.0,-0.1429,-0.0161,-0.0094
chr1_3031,1,5000,2500,4999,342,5.0,5.0,0.0,0.0,0.0
chr1_3033,1,5000,2360,4719,424,9.0,9.0,0.0,0.0,0.0
chr1_3034,1,5000,2301,4601,377,11.0,7.0,0.2222,0.0284,0.02
chr1_3035,1,5000,2246,4492,455,10.0,4.0,0.4286,0.0508,0.0294
chr1_3037,1,5000,1698,3396,448,8.0,12.0,-0.2,-0.0374,-0.023
chr1_3038,1,5000,1454,2907,276,10.0,3.0,0.5385,0.0933,0.0598
chr1_3039,1,5000,1820,3640,445,7.0,3.0,0.4,0.0274,0.0188
chr1_303,1,5000,2375,4750,493,22.0,9.0,0.4194,0.0872,0.0522
chr1_3040,1,5000,2380,4760,434,6.0,12.0,-0.3333,-0.0476,-0.0291
chr1_3043,1,5000,2372,4743,391,7.0,9.0,-0.125,-0.0168,-0.0113
chr1_3048,1,5000,2500,5000,389,3.0,8.0,-0.4545,-0.0495,-0.0321
chr1_304,1,5000,1972,3943,448,13.0,7.0,0.3,0.0619,0.0395
chr1_3050,1,5000,2343,4686,414,12.0,9.0,0.1429,0.0204,0.0144
chr1_3051,1,5000,2000,3999,351,4.0,6.0,-0.2,-0.019,-0.0123
chr1_3052,1,5000,2382,4764,373,2.0,7.0,-0.5556,-0.04,-0.0299
chr1_3054,1,5000,1474,2948,170,1.0,1.0,0.0,0.0,0.0
chr1_3055,1,5000,2266,4531,419,7.0,3.0,0.4,0.0315,0.0204
chr1_3056,1,5000,2129,4257,440,11.0,3.0,0.5714,0.0602,0.039
chr1_3058,1,5000,2046,4092,387,6.0,7.0,-0.0769,-0.0093,-0.0061
chr1_3059,1,5000,2366,4732,358,6.0,3.0,0.3333,0.0259,0.0179
chr1_3061,1,5000,1613,3226,292,1.0,1.0,0.0,0.0,0.0
chr1_3062,1,5000,2378,4756,346,9.0,4.0,0.3846,0.0376,0.0269
chr1_3063,1,5000,2500,5000,409,10.0,3.0,0.5385,0.0569,0.038
chr1_3065,1,5000,1369,2738,156,2.0,1.0,0.3333,0.0172,0.0127
chr1_3066,1,5000,2017,4034,357,9.0,7.0,0.125,0.0159,0.0106
chr1_3074,1,5000,2179,4357,406,13.0,7.0,0.3,0.0536,0.0337
chr1_3076,1,5000,2361,4722,604,5.0,14.0,-0.4737,-0.0616,-0.0486
chr1_307,1,5000,2467,4933,527,49.0,3.0,0.8846,0.2911,0.1825
chr1_3082,1,5000,2146,4292,381,4.0,8.0,-0.3333,-0.0268,-0.0213
chr1_3083,1,5000,2297,4593,439,10.0,7.0,0.1765,0.0216,0.0144
chr1_3084,1,5000,2500,4999,452,9.0,12.0,-0.1429,-0.02,-0.013
chr1_3086,1,5000,2496,4992,355,10.0,8.0,0.1111,0.0208,0.0115
chr1_3088,1,5000,2467,4933,510,17.0,7.0,0.4167,0.0625,0.0394
chr1_308,1,5000,2025,4049,280,12.0,3.0,0.6,0.1154,0.0709
chr1_3090,1,5000,2357,4714,436,20.0,9.0,0.3793,0.094,0.0601
chr1_3091,1,5000,2336,4672,427,16.0,9.0,0.28,0.0538,0.0314
chr1_3093,1,5000,730,1460,254,22.0,6.0,0.5714,0.1798,0.1039
chr1_3094,1,5000,2500,4999,647,37.0,7.0,0.6818,0.137,0.0904
chr1_3095,1,5000,2426,4852,538,17.0,8.0,0.36,0.0621,0.035
chr1_3096,1,5000,2204,4408,465,24.0,8.0,0.5,0.0909,0.059
chr1_3097,1,5000,2338,4675,385,7.0,5.0,0.1667,0.0152,0.0096
chr1_3099,1,5000,1587,3173,318,5.0,4.0,0.1111,0.01,0.0068
chr1_309,1,5000,1697,3394,477,29.0,7.0,0.6111,0.1654,0.1063
chr1_30,1,5000,2500,4999,404,13.0,2.0,0.7333,0.117,0.0815
chr13_1005,1,5000,2371,4741,499,9.0,9.0,0.0,0.0,0.0
chr13_1006,1,5000,2337,4673,405,6.0,11.0,-0.2941,-0.0562,-0.0333
chr13_1011,1,5000,2377,4754,459,4.0,5.0,-0.1111,-0.0063,-0.0047
chr13_1013,1,5000,1754,3507,304,6.0,9.0,-0.2,-0.0375,-0.0208
chr13_1015,1,5000,2344,4688,439,15.0,7.0,0.3636,0.0588,0.0423
chr13_1025,1,5000,2500,5000,688,13.0,14.0,-0.037,-0.0051,-0.0034
chr13_1026,1,5000,2222,4443,478,11.0,8.0,0.1579,0.0227,0.0146
chr13_1029,1,5000,2500,5000,497,11.0,7.0,0.2222,0.0274,0.0191
chr1_3102,1,5000,2184,4368,398,9.0,0.0,1.0,0.0811,0.0484
chr13_1030,1,5000,2500,5000,585,22.0,13.0,0.2571,0.0466,0.032
chr13_1031,1,5000,2237,4474,358,7.0,7.0,0.0,0.0,0.0
chr13_1032,1,5000,1804,3608,344,7.0,5.0,0.1667,0.0196,0.0123
chr13_1033,1,5000,2295,4590,550,11.0,13.0,-0.0833,-0.0118,-0.0082
chr13_1034,1,5000,1498,2996,310,8.0,3.0,0.4545,0.0588,0.0388
chr13_1037,1,5000,2155,4310,507,16.0,12.0,0.1429,0.0231,0.0156
chr13_1039,1,5000,1816,3632,465,7.0,17.0,-0.4167,-0.0901,-0.0541
chr13_1041,1,5000,2278,4555,403,11.0,8.0,0.1579,0.0294,0.0172
chr13_1042,1,5000,2014,4028,300,3.0,5.0,-0.25,-0.0174,-0.0133
chr13_1046,1,5000,2498,4996,559,23.0,7.0,0.5333,0.1046,0.0582
chr13_1047,1,5000,2274,4548,430,10.0,14.0,-0.1667,-0.0284,-0.0205
chr1_3104,1,5000,2294,4587,442,21.0,6.0,0.5556,0.119,0.0739
chr13_104,1,5000,964,1927,275,8.0,6.0,0.1429,0.0263,0.0172
chr13_1053,1,5000,2327,4653,326,5.0,7.0,-0.1667,-0.018,-0.0131
chr13_1057,1,5000,1771,3541,345,13.0,11.0,0.0833,0.019,0.0127
chr1_3105,1,5000,2498,4996,509,24.0,5.0,0.6552,0.1234,0.0776
chr13_105,1,5000,2088,4175,301,2.0,4.0,-0.3333,-0.0408,-0.0267
chr13_1060,1,5000,1065,2130,225,6.0,1.0,0.7143,0.1064,0.0694
chr13_1062,1,5000,2320,4640,552,24.0,15.0,0.2308,0.0559,0.034
chr13_1064,1,5000,1909,3818,499,13.0,8.0,0.2381,0.0321,0.022
chr13_1066,1,5000,2258,4516,458,15.0,9.0,0.25,0.0438,0.0287
chr13_1067,1,5000,2321,4642,478,4.0,13.0,-0.5294,-0.0776,-0.0517
chr1_3106,1,5000,2347,4693,478,22.0,3.0,0.76,0.1407,0.0905
chr1_3107,1,5000,2324,4647,420,25.0,2.0,0.8519,0.2805,0.1437
chr1_3108,1,5000,2161,4321,472,31.0,13.0,0.4091,0.15,0.0789
chr13_1095,1,5000,1815,3630,438,20.0,11.0,0.2903,0.0662,0.0375
chr13_1096,1,5000,2335,4669,578,16.0,12.0,0.1429,0.0267,0.0179
chr13_1097,1,5000,2250,4499,539,10.0,10.0,0.0,0.0,0.0
chr1_3109,1,5000,2228,4456,452,24.0,6.0,0.6,0.1565,0.0984
chr13_109,1,5000,2500,5000,662,10.0,10.0,0.0,0.0,0.0
chr1_310,1,5000,2378,4756,593,11.0,17.0,-0.2143,-0.039,-0.0247
chr13_1100,1,5000,2129,4258,460,18.0,12.0,0.2,0.0536,0.0319
chr13_1102,1,5000,2157,4314,536,31.0,6.0,0.6757,0.1825,0.1037
chr13_1103,1,5000,2499,4997,679,15.0,8.0,0.3043,0.0318,0.0226
chr13_1104,1,5000,2191,4382,497,7.0,5.0,0.1667,0.0143,0.0097
chr13_1105,1,5000,2116,4231,569,5.0,8.0,-0.2308,-0.0205,-0.0138
chr13_1106,1,5000,2327,4653,460,9.0,10.0,-0.0526,-0.0081,-0.0052
chr13_1108,1,5000,2269,4537,581,12.0,12.0,0.0,0.0,0.0
chr13_1116,1,5000,2247,4494,579,19.0,16.0,0.0857,0.0178,0.0115
chr13_1118,1,5000,2347,4693,563,15.0,11.0,0.1538,0.0213,0.0152
chr13_1119,1,5000,2500,5000,441,15.0,6.0,0.4286,0.0714,0.0466
chr1_3111,1,5000,2500,4999,472,21.0,5.0,0.6154,0.1509,0.0842
chr13_1120,1,5000,1512,3023,411,17.0,6.0,0.4783,0.0775,0.0505
chr13_1122,1,5000,2135,4270,440,10.0,4.0,0.4286,0.048,0.0323
chr13_1124,1,5000,2249,4497,547,20.0,12.0,0.25,0.0563,0.0325
chr13_1127,1,5000,2493,4986,609,17.0,6.0,0.4783,0.0556,0.0393
chr1_3112,1,5000,2239,4477,379,14.0,8.0,0.2727,0.0632,0.0357
chr13_112,1,5000,2500,4999,377,3.0,5.0,-0.25,-0.0167,-0.0127
chr13_1132,1,5000,2327,4654,649,9.0,11.0,-0.1,-0.0109,-0.0071
chr13_1133,1,5000,2263,4525,458,11.0,7.0,0.2222,0.0258,0.0187
chr13_1136,1,5000,2299,4597,547,7.0,9.0,-0.125,-0.0136,-0.009
chr13_1137,1,5000,2500,5000,624,13.0,7.0,0.3,0.0382,0.0229
chr1_3113,1,5000,2087,4173,312,10.0,2.0,0.6667,0.08,0.058
chr13_113,1,5000,2499,4997,629,16.0,12.0,0.1429,0.0244,0.0167
chr13_1147,1,5000,2499,4998,357,4.0,4.0,0.0,0.0,0.0
chr13_1149,1,5000,2276,4552,426,12.0,7.0,0.2632,0.0427,0.0286
chr13_114,1,5000,2108,4215,464,9.0,6.0,0.2,0.0229,0.0153
chr13_1150,1,5000,2376,4751,533,21.0,5.0,0.6154,0.1053,0.069
chr13_1151,1,5000,2499,4998,406,11.0,6.0,0.2941,0.0417,0.0318
chr13_1153,1,5000,2375,4749,634,22.0,10.0,0.375,0.0569,0.0369
chr13_1154,1,5000,2403,4805,554,13.0,7.0,0.3,0.0347,0.0221
chr13_1155,1,5000,2272,4544,690,15.0,13.0,0.0714,0.009,0.0059
chr13_1156,1,5000,2500,4999,589,14.0,8.0,0.2727,0.0347,0.019
chr13_115,1,5000,2218,4435,528,15.0,8.0,0.3043,0.0538,0.0299
chr1_3116,1,5000,2470,4939,460,21.0,6.0,0.5556,0.1261,0.0728
chr13_116,1,5000,2500,5000,466,9.0,8.0,0.0588,0.0075,0.0049
chr13_117,1,5000,1741,3482,445,10.0,6.0,0.25,0.0331,0.0227
chr13_118,1,5000,1012,2024,221,4.0,2.0,0.3333,0.0333,0.0241
chr13_1196,1,5000,1093,2186,159,2.0,3.0,-0.2,-0.0294,-0.0189
chr13_1198,1,5000,1584,3168,250,11.0,4.0,0.4667,0.0886,0.0614
chr13_1199,1,5000,2380,4760,420,19.0,11.0,0.2667,0.0602,0.039
chr13_1202,1,5000,1996,3991,325,6.0,8.0,-0.1429,-0.0172,-0.0121
chr13_1206,1,5000,2500,5000,496,14.0,6.0,0.4,0.0602,0.0396
chr13_1207,1,5000,1861,3722,344,4.0,7.0,-0.2727,-0.0316,-0.0211
chr13_1209,1,5000,2331,4662,581,8.0,9.0,-0.0588,-0.0063,-0.0041
chr13_120,1,5000,2375,4749,541,16.0,8.0,0.3333,0.0597,0.037
chr13_1210,1,5000,2182,4363,503,9.0,4.0,0.3846,0.0331,0.0202
chr13_1213,1,5000,1632,3263,279,3.0,3.0,0.0,0.0,0.0
chr13_1216,1,5000,2129,4258,399,5.0,10.0,-0.3333,-0.0581,-0.0316
chr13_1218,1,5000,2276,4551,492,5.0,8.0,-0.2308,-0.0226,-0.0141
chr13_1220,1,5000,930,1859,156,4.0,4.0,0.0,0.0,0.0
chr13_1222,1,5000,2312,4624,354,7.0,8.0,-0.0667,-0.0098,-0.006
chr13_1225,1,5000,2314,4627,493,11.0,15.0,-0.1538,-0.0245,-0.0179
chr13_1226,1,5000,2236,4472,392,19.0,15.0,0.1176,0.0357,0.024
chr13_1227,1,5000,2235,4469,302,6.0,2.0,0.5,0.046,0.0296
chr13_1228,1,5000,1581,3161,374,14.0,5.0,0.4737,0.0938,0.0588
chr13_122,1,5000,2118,4235,414,7.0,27.0,-0.5882,-0.1818,-0.0952
chr13_1232,1,5000,2081,4161,446,11.0,6.0,0.2941,0.0435,0.0291
chr13_1234,1,5000,1648,3295,369,16.0,8.0,0.3333,0.0615,0.0437
chr13_1235,1,5000,1698,3395,265,5.0,6.0,-0.0909,-0.0156,-0.0099
chr13_1236,1,5000,2358,4716,388,5.0,10.0,-0.3333,-0.0472,-0.0325
chr13_123,1,5000,2043,4086,515,8.0,13.0,-0.2381,-0.0305,-0.0182
chr13_1244,1,5000,2251,4502,445,8.0,5.0,0.2308,0.025,0.0164
chr13_1246,1,5000,1611,3222,328,6.0,7.0,-0.0769,-0.0145,-0.0087
chr13_1248,1,5000,2500,4999,562,18.0,11.0,0.2414,0.0435,0.028
chr13_1250,1,5000,2369,4737,497,11.0,7.0,0.2222,0.032,0.0216
chr13_1255,1,5000,991,1982,214,4.0,6.0,-0.2,-0.0274,-0.0182
chr13_1260,1,5000,1585,3170,357,4.0,12.0,-0.5,-0.0825,-0.0503
chr13_1261,1,5000,2058,4116,551,13.0,8.0,0.2381,0.0391,0.0233
chr13_1262,1,5000,376,751,71,0.0,2.0,-1.0,-0.1053,-0.0625
chr13_1265,1,5000,2375,4750,509,10.0,11.0,-0.0476,-0.0076,-0.0047
chr13_1267,1,5000,1593,3185,475,5.0,4.0,0.1111,0.0063,0.0043
chr13_1270,1,5000,2395,4789,465,16.0,12.0,0.1429,0.0268,0.0179
chr13_1274,1,5000,2500,5000,460,20.0,10.0,0.3333,0.0685,0.0431
chr13_1275,1,5000,2386,4771,498,12.0,8.0,0.2,0.0308,0.0194
chr13_1279,1,5000,2385,4770,297,11.0,7.0,0.2222,0.0417,0.0256
chr13_127,1,5000,2251,4502,426,10.0,12.0,-0.0909,-0.0189,-0.0104
chr13_1283,1,5000,2184,4367,411,8.0,17.0,-0.36,-0.0703,-0.0437
chr13_1284,1,5000,2500,4999,375,17.0,11.0,0.2143,0.055,0.038
chr13_1285,1,5000,1916,3831,295,11.0,11.0,0.0,0.0,0.0
chr13_128,1,5000,2248,4496,529,14.0,20.0,-0.1765,-0.042,-0.0268
chr13_1290,1,5000,2500,5000,328,6.0,10.0,-0.25,-0.044,-0.0313
chr13_1292,1,5000,2500,5000,605,16.0,15.0,0.0323,0.0056,0.0036
chr13_1299,1,5000,2367,4734,470,12.0,9.0,0.1429,0.0224,0.0135
chr13_1300,1,5000,2024,4047,412,9.0,5.0,0.2857,0.028,0.0199
chr13_1301,1,5000,2206,4411,515,6.0,13.0,-0.3684,-0.0424,-0.0271
chr13_1302,1,5000,2463,4926,344,4.0,6.0,-0.2,-0.0192,-0.0127
chr13_1304,1,5000,2387,4773,567,10.0,9.0,0.0526,0.0053,0.0037
chr13_1305,1,5000,2500,5000,525,10.0,4.0,0.4286,0.0377,0.0269
chr13_1306,1,5000,2320,4640,495,7.0,5.0,0.1667,0.0122,0.0081
chr13_1307,1,5000,2227,4454,296,8.0,3.0,0.4545,0.0543,0.0385
chr13_1308,1,5000,2347,4694,544,8.0,11.0,-0.1579,-0.0234,-0.0147
chr13_130,1,5000,2458,4916,471,14.0,8.0,0.2727,0.0571,0.0355
chr13_1312,1,5000,1492,2984,407,5.0,14.0,-0.4737,-0.0738,-0.0448
chr13_1314,1,5000,1352,2703,274,1.0,4.0,-0.6,-0.0405,-0.025
chr13_1316,1,5000,2068,4135,439,9.0,11.0,-0.1,-0.0192,-0.011
chr13_1318,1,5000,2500,5000,600,15.0,11.0,0.1538,0.0231,0.0155
chr13_1319,1,5000,1989,3977,433,7.0,6.0,0.0769,0.0088,0.0063
chr1_3131,1,5000,1371,2742,320,11.0,9.0,0.1,0.023,0.0142
chr13_131,1,5000,1088,2176,344,6.0,7.0,-0.0769,-0.0149,-0.0092
chr13_1321,1,5000,1743,3485,410,16.0,10.0,0.2308,0.0429,0.0264
chr13_1322,1,5000,2238,4475,445,8.0,8.0,0.0,0.0,0.0
chr13_1324,1,5000,2318,4636,452,3.0,16.0,-0.6842,-0.115,-0.0691
chr13_1325,1,5000,2500,5000,516,6.0,14.0,-0.4,-0.064,-0.0426
chr1_3132,1,5000,2402,4804,467,3.0,11.0,-0.5714,-0.0516,-0.0315
chr13_1332,1,5000,2294,4587,465,5.0,13.0,-0.4444,-0.0645,-0.0376
chr13_1337,1,5000,2251,4502,516,23.0,8.0,0.4839,0.1154,0.0761
chr13_1338,1,5000,2068,4136,340,10.0,6.0,0.25,0.0396,0.0252
chr1_3133,1,5000,2500,4999,588,6.0,13.0,-0.3684,-0.0407,-0.0275
chr13_1345,1,5000,2356,4711,451,21.0,5.0,0.6154,0.124,0.0851
chr13_134,1,5000,2480,4959,644,19.0,18.0,0.027,0.0057,0.0036
chr13_1359,1,5000,2251,4501,374,14.0,6.0,0.4,0.0952,0.0567
chr13_1360,1,5000,2500,4999,486,23.0,10.0,0.3939,0.1111,0.0596
chr13_1361,1,5000,1427,2853,264,10.0,10.0,0.0,0.0,0.0
chr13_1369,1,5000,2499,4997,426,27.0,5.0,0.6875,0.176,0.1073
chr1_3136,1,5000,2370,4740,462,14.0,11.0,0.12,0.021,0.0146
chr13_1372,1,5000,2299,4598,250,12.0,9.0,0.1429,0.0323,0.0217
chr13_1375,1,5000,1192,2383,235,15.0,4.0,0.5789,0.1774,0.1068
chr13_1376,1,5000,2067,4133,498,21.0,13.0,0.2353,0.065,0.0354
chr13_1377,1,5000,2500,5000,696,38.0,19.0,0.3333,0.1005,0.0597
chr13_1378,1,5000,2336,4672,380,10.0,6.0,0.25,0.0345,0.0235
chr13_1379,1,5000,2500,5000,564,17.0,12.0,0.1724,0.035,0.0216
chr1_3137,1,5000,1950,3899,394,23.0,4.0,0.7037,0.2,0.1152
chr13_137,1,5000,2282,4564,362,6.0,3.0,0.3333,0.0361,0.0227
chr13_1380,1,5000,1217,2433,221,7.0,4.0,0.2727,0.037,0.0244
chr13_1381,1,5000,2010,4019,379,7.0,11.0,-0.2222,-0.0377,-0.0248
chr13_1383,1,5000,2092,4183,469,19.0,10.0,0.3103,0.0652,0.0425
chr13_1386,1,5000,2308,4616,460,13.0,8.0,0.2381,0.0403,0.0275
chr13_1389,1,5000,2498,4996,623,10.0,10.0,0.0,0.0,0.0
chr1_3138,1,5000,2290,4580,394,8.0,4.0,0.3333,0.0392,0.0253
chr13_1391,1,5000,2243,4485,461,6.0,8.0,-0.1429,-0.0168,-0.0118
chr13_1392,1,5000,2401,4801,613,20.0,8.0,0.4286,0.0674,0.0482
chr13_1393,1,5000,2315,4629,432,5.0,12.0,-0.4118,-0.0805,-0.05
chr13_1396,1,5000,2379,4757,547,31.0,12.0,0.4419,0.152,0.0757
chr13_1397,1,5000,2500,5000,573,14.0,23.0,-0.2432,-0.0539,-0.033
chr13_1398,1,5000,2168,4335,475,10.0,7.0,0.1765,0.019,0.0136
chr1_3139,1,5000,1928,3856,376,6.0,5.0,0.0909,0.0112,0.0077
chr13_139,1,5000,2500,5000,534,15.0,17.0,-0.0625,-0.014,-0.009
chr13_13,1,5000,2261,4521,559,8.0,10.0,-0.1111,-0.0125,-0.008
chr13_1401,1,5000,2338,4676,540,36.0,5.0,0.7561,0.2348,0.1435
chr13_1402,1,5000,2223,4446,442,25.0,5.0,0.6667,0.1724,0.1053
chr13_1403,1,5000,760,1520,141,4.0,8.0,-0.3333,-0.087,-0.0526
chr13_1404,1,5000,763,1525,202,4.0,9.0,-0.3846,-0.0862,-0.0532
